Symbol,Uniprot,PDB-ID
ENPP1,P22413,"2YS0,6WET,6WEU,6WEV,6WEW,6WFJ,8GHR"
LDHA,P00338,"1I10,4AJP,4JNK,4L4R,4L4S,4M49,4OJN,4OKN,4QO7,4QO8,4QSM,4QT0,4R68,4R69,4RLS,4ZVV,5IXS,5IXY,5W8H,5W8I,5W8J,5W8K,5W8L,5ZJD,5ZJE,5ZJF,6BAD,6BAG,6BAX,6BAZ,6BB0,6BB1,6BB2,6BB3,6MV8,6MVA,6Q0D,6Q13,6SBU,6SBV,6ZZR,7M2N,8FW6,9BK2,9BK3"
GNRH1,P01148,4D5M
PTN,P21246,"2N6F,8VOH,8VOI"
FGFR4,P22455,"4QQ5,4QQC,4QQJ,4QQT,4QRC,4R6V,4TYE,4TYG,4TYI,4TYJ,4UXQ,4XCU,5JKG,5NUD,5NWZ,5XFF,5XFJ,6IUO,6IUP,6J6Y,6JPE,6JPJ,6NVG,6NVH,6NVI,6NVJ,6NVK,6V9C,6YI8,7DTZ,7F3M,7N1J,7TYD,7V29,7VJL,7WCT,7WCW,7WCX,7YBO,7YBP,7YBX,7YC1,7YC3,7YSW,8KH6,8KH7,8KH8,8KH9,8W5C,8XLQ"
BGLAP,P02818,
DOK7,Q18PE1,
NGF,P01138,"1SG1,1WWW,2IFG,4EDW,4EDX,4ZBN,5JZ7,6YW8"
HDAC6,Q9UBN7,"3C5K,3GV4,3PHD,5B8D,5EDU,5KH3,5KH7,5KH9,5WBN,5WPB,6CE6,6CE8,6CEA,6CEC,6CED,6CEE,6CEF,7ZYU,8G43,8G44,8G45"
TUBB4B,P68371,"7UN1,7UNG,8J07,8SH7"
GJC1,P36383,3SHW
SIRT2,Q8IXJ6,"1J8F,3ZGO,3ZGV,4L3O,4R8M,4RMG,4RMH,4RMI,4RMJ,4X3O,4X3P,4Y6L,4Y6O,4Y6Q,5D7O,5D7P,5D7Q,5DY4,5DY5,5FYQ,5G4C,5MAR,5MAT,5Y0Z,5Y5N,5YQL,5YQM,5YQN,5YQO,6L65,6L66,6L71,6L72,6NR0,6QCN,7BOS,7BOT,8OWZ,8PY3,8QOO,8QT0,8QT1,8QT2,8QT3,8QT4,8QT8,8QTU,8TGP,8XE7"
SLC2A1,P11166,"4PYP,5EQG,5EQH,5EQI,6THA"
LIF,P15018,"1EMR,1PVH,2Q7N,7N0A,8D6A"
SLC38A1,Q9H2H9,
MTUS2,Q5JR59,
GPBAR1,Q8TDU6,"7BW0,7CFM,7CFN,7XTQ,9GYO"
AVPR2,P30518,"4JQI,6NI2,6U1N,7BB6,7BB7,7DF9,7DFA,7DFB,7DFC,7DW9,7KH0,7R0C,7R0J,8GOC,8I10,8JRU,8JRV,8WRZ,8WU1,9BT8,9CX3,9CX9"
BIN1,O00499,"1MUZ,1MV0,1MV3,2FIC,2RMY,2RND,5I22"
CTF1,Q16619,
BCL2,P10415,"1G5M,1GJH,1YSW,2O21,2O22,2O2F,2W3L,2XA0,4AQ3,4IEH,4LVT,4LXD,4MAN,5AGW,5AGX,5FCG,5JSN,5VAU,5VAX,5VAY,6GL8,6IWB,6O0K,6O0L,6O0M,6O0O,6O0P,7LHB,7Y90,7YA5,8FY1,8FY2,8HLL,8HLM,8HLN,8HOG,8HOH,8HOI,8HTR,8HTS,8IQL,8U27,8VWX,8VWZ,8VXM,8VXN"
PGK1,P00558,"2WZB,2WZC,2WZD,2X13,2X14,2X15,2XE6,2XE7,2XE8,2Y3I,2YBE,2ZGV,3C39,3C3A,3C3B,3C3C,3ZOZ,4AXX,4O33,5M1R,5M3U,5M6Z,5MXM,5NP8,5O7D,8YHP"
EP300,Q09472,"1L3E,1P4Q,2K8F,2MH0,2MZD,3BIY,3I3J,3IO2,3P57,3T92,4BHW,4PZR,4PZS,4PZT,5BT3,5KJ2,5LKT,5LKU,5LKX,5LKZ,5LPK,5LPM,5NU5,5XZC,6DS6,6FGN,6FGS,6GYR,6GYT,6K4N,6PF1,6PGU,6V8B,6V8K,6V8N,6V90,7LJE,7QGS,7SS8,7SSK,7SZQ,7UGI,7VHY,7VHZ,7VI0,7W9V,7XEZ,7XFG,8E1D,8FVF,8GZC,8HAG,8HAH,8HAI,8HAJ,8HAK,9JEJ"
CREBBP,Q92793,"1JSP,1LIQ,1RDT,1WO3,1WO4,1WO5,1WO6,1WO7,1ZOQ,2D82,2KJE,2KWF,2L84,2L85,2LXS,2LXT,2N1A,2RNY,3DWY,3P1C,3P1D,3P1E,3P1F,3SVH,4A9K,4N3W,4N4F,4NR4,4NR5,4NR6,4NR7,4NYV,4NYW,4NYX,4OUF,4TQN,4TS8,4WHU,4YK0,5CGP,5DBM,5EIC,5ENG,5EP7,5GH9,5H85,5I83,5I86,5I89,5I8B,5I8G,5J0D,5JEM,5KTU,5KTW,5KTX,5LPJ,5LPL,5MME,5MMG,5MPK,5MPN,5MPZ,5MQE,5MQG,5MQK,5NLK,5NRW,5NU3,5OWK,5SVH,5TB6,5W0E,5W0F,5W0L,5W0Q,5XXH,6ALB,6ALC,6AXQ,6AY3,6AY5,6DMK,6ES5,6ES6,6ES7,6FQO,6FQT,6FQU,6FR0,6FRF,6LQX,6M64,6QST,6SQE,6SQF,6SQM,6SXX,6YIJ,6YIK,6YIL,6YIM,7CO1,7EVJ,7JFL,7JFM,7JUO,7KPY,7RLE,7TB3,7TBH,7UGE,7UGL,7WX2,7XH6,7XHE,7XI0,7XIJ,7XM7,7XNE,7XNG,8FUP,8FV2,8FXA,8FXE,8FXN,8FXO,8G6T,8GA2,8HAL,8HAM,8HAN,9J6O"
XPO4,Q9C0E2,
CISD1,Q9NZ45,"2QD0,2QH7,2R13,3EW0,3LPQ,3REE,4EZF,4F1E,4F28,4F2C,6DE9,7P0O"
ENG,P17813,"5HZV,5HZW,5I04"
NMU,P48645,"7W53,7W55,7XK8"
RELA,Q04206,"1NFI,2LSP,2O61,3GUT,3QXY,3RC0,4KV1,4KV4,5U4K,5URN,6NV2,6QHL,6QHM,6YOW,6YOX,6YOY,6YP2,6YP3,6YP8,6YPL,6YPY,6YQ2,7BI3,7BIQ,7BIW,7BIY,7BJB,7BJF,7BJL,7BJW,7BKH,7LET,7LEU,7LF4,7NJ9,7NJB,7NK3,7NK5,7NLA,7NLE,7NM1,7NM3,7NM9,7NMH,7NQP,7NR7,7NSV,7NV4,7NVI,7NWS,7NXS,7NXT,7NXW,7NXY,7NY4,7NYE,7NYF,7NYG,7NZ6,7NZG,7NZK,7NZV,7O34,7O3A,7O3F,7O3P,7O3Q,7O3R,7O3S,7O57,7O59,7O5A,7O5C,7O5D,7O5F,7O5G,7O5O,7O5P,7O5S,7O5U,7O5X,7O6F,7O6G,7O6I,7O6J,7O6K,7O6M,7O6O"
PCSK9,Q8NBP7,"2P4E,2PMW,2QTW,2W2M,2W2N,2W2O,2W2P,2W2Q,2XTJ,3BPS,3GCW,3GCX,3H42,3M0C,3P5B,3P5C,3SQO,4K8R,4NE9,4NMX,4OV6,5OCA,5VL7,5VLA,5VLH,5VLK,5VLL,5VLP,6E4Y,6E4Z,6MV5,6OLZ,6OM0,6OM7,6U26,6U2F,6U2N,6U2P,6U36,6U38,6U3I,6U3X,7ANQ"
BNIP3,Q12983,"2J5D,2KA1,2KA2"
NANOG,Q9H9S0,"2KT0,4RBO"
SPI1,P17947,"8E3K,8E3R,8E4H,8E5Y,8EBH,8EE9,8EJ6,8EJ8,8EK3,8EK8,8EKJ,8EKU,8EKV,8EKZ,8EM9,8EMD,8ENG,8EO1,8EO4,8EQG,8EQK,8EQL,8T9U,8UFF,8UFK,8UFZ,8UHK,8V9N,8VDH,8VDI"
GRIA2,P42262,"2WJW,2WJX,2XHD,3R7X,3RN8,3RNN,3UA8,5H8S,5YBF,5YBG,5ZG0,5ZG1,5ZG2,5ZG3,7F3O,8I0B"
CCL5,P13501,"1B3A,1EQT,1HRJ,1RTN,1RTO,1U4L,1U4M,1U4P,1U4R,2L9H,2VXW,5CMD,5COY,5DNF,5L2U,5UIW,6AEZ,6C6D,6FGP,6LOG,6STK,7F1R,7O7F"
STAT5A,P42229,"7TVA,7TVB,7UBT,7UC6,7UC7"
CALR,P27797,"2CLR,3DOW,3POS,3POW,5LK5,5V90,6ENY,7QPD,8TZO,8TZR"
TLR9,Q9NR96,8AR3
EIF2S1,P05198,"1KL9,1Q8K,6K71,6K72,6O81,6O85,6O9Z,6YBV,6ZMW,6ZP4,7A09,7D43,7D44,7D45,7F66,7F67,7NZM,7QP6,7QP7,7SYR,7SYS,8OZ0,8PJ1,8PJ2,8PJ3,8PJ4,8PPL,8QZZ"
RPS6KA3,P51812,"4D9T,4D9U,4JG6,4JG7,4JG8,4NUS,4NW5,4NW6,5D9K,5D9L,7OPO,8EQ5,8R58,8XEY,8XFY"
ACE,P12821,"1O86,1O8A,1UZE,1UZF,2C6F,2C6N,2IUL,2IUX,2OC2,2XY9,2XYD,2YDM,3BKK,3BKL,3L3N,3NXQ,4APH,4APJ,4BXK,4BZR,4BZS,4C2N,4C2O,4C2P,4C2Q,4C2R,4CA5,4CA6,4UFA,4UFB,5AM8,5AM9,5AMA,5AMB,5AMC,6EN5,6EN6,6F9R,6F9T,6F9U,6F9V,6H5W,6H5X,6QS1,6TT1,6TT3,6TT4,6ZPQ,6ZPT,6ZPU,7Q24,7Q25,7Q26,7Q27,7Q28,7Q29,7Q3Y,7Q49,7Q4C,7Q4D,7Q4E,7Z6Z,7Z70,8QFX,8QHL"
SNCA,P37840,"1XQ8,2JN5,2KKW,2M55,2N0A,2X6M,3Q25,3Q26,3Q27,3Q28,3Q29,4BXL,4R0U,4R0W,4RIK,4RIL,4ZNN,5CRW,6A6B,6CT7,6CU7,6CU8,6H6B,6I42,6L1T,6L1U,6L4S,6LRQ,6OSJ,6OSL,6OSM,6PEO,6PES,6RT0,6RTB,6SST,6SSX,6UFR,6XYO,6XYP,6XYQ,7C1D,7E0F,7L7H,7LC9,7NCA,7NCG,7NCH,7NCI,7NCJ,7NCK,7OZG,7OZH,7STX,7UAK,7V47,7V48,7V49,7V4A,7V4B,7V4C,7V4D,7WMM,7WNZ,7WO0,7XJX,7XO0,7XO1,7XO2,7XO3,7YK2,7YK8,7YNF,7YNG,7YNL,7YNM,7YNN,7YNO,7YNP,7YNQ,7YNR,7YNS,7YNT,8A4L,8A9L,8ADS,8ADU,8ADV,8ADW,8AEX,8B9V,8BQV,8BQW,8CE7,8CEB,8CYR,8CYS,8CYT,8CYV,8CYW,8CYX,8CYY,8CZ0,8CZ1,8CZ2,8CZ3,8CZ6,8FPT,8G0L,8GF7,8H03,8H04,8H05,8HZB,8HZC,8HZS,8JEX,8JEY,8JJV,8JLY,8OG0,8OJR,8OL8,8OQI,8PIX,8PJO,8PK2,8PK4,8QPZ,8RI9,8RQM,8RRR,8UKA,8X7B,8X7L,8X7M,8X7O,8X7P,8X7Q,8X7R,8ZLI,8ZLO,8ZLP,8ZMY,8ZWH,8ZWI,8ZWJ,8ZWK,9CD9,9CDA,9CK3,9CX6,9EUU,9FYP,9IJP"
ZYX,Q15942,
TTN,Q8WZ42,"1BPV,1G1C,1NCT,1NCU,1TIT,1TIU,1TKI,1TNM,1TNN,1WAA,1YA5,2A38,2BK8,2F8V,2ILL,2J8H,2J8O,2NZI,2RQ8,2WP3,2WWK,2WWM,2Y9R,3B43,3KNB,3LCY,3LPW,3PUC,3Q5O,3QP3,4C4K,4JNW,4O00,4QEG,4UOW,5BS0,5JDD,5JDE,5JDJ,5JOE,6DL4,6FWX,6H4L,6HCI,6I0Y,6SDB,6YGN,7AHS,7NIP,8BNQ,8BVO,8BW6,8BXR,8G4L,8OIY,8OMW,8OQ9,8ORL,8OS3,8OSD,8OT5,8OTY,8OVU,8P35"
OSTN,P61366,
BCL2L1,Q07817,"1BXL,1G5J,1LXL,1MAZ,1R2D,1R2E,1R2G,1R2H,1R2I,1YSG,1YSI,1YSN,2B48,2LP8,2LPC,2M03,2M04,2ME8,2ME9,2MEJ,2O1Y,2O2M,2O2N,2P1L,2PON,2YJ1,2YQ6,2YQ7,2YXJ,3CVA,3FDL,3FDM,3INQ,3IO8,3PL7,3QKD,3R85,3SP7,3SPF,3WIZ,3ZK6,3ZLN,3ZLO,3ZLR,4A1U,4A1W,4AQ3,4BPK,4C52,4C5D,4CIN,4EHR,4HNJ,4IEH,4PPI,4QVE,4QVF,4QVX,4TUH,4Z9V,5AGW,5AGX,5B1Z,5C3G,5FMJ,5FMK,5VAY,5VX3,6BF2,6DCN,6DCO,6F46,6HJL,6IJQ,6LHD,6O0K,6O0L,6O0M,6O0O,6O0P,6RNU,6ST2,6UVC,6UVD,6UVE,6UVF,6UVG,6UVH,6VWC,6X7I,6YLI,6ZHC,7CA4,7JGV,7JGW,7LH7,7XGF,7XGG,7Y8D,7YAA,8FY0,8IQK,8IQL,8U27,8VWX,8VWZ,8VXM,8VXN,8WLS,8XP5,9AQZ"
COL1A1,P02452,"1Q7D,2LLP,3EJH,3GXE,5CTD,5CTI,5CVA,5CVB,5K31,5OU8,5OU9,7E7B,7E7D"
PTGS2,P35354,"5F19,5F1A,5IKQ,5IKR,5IKT,5IKV,5KIR"
LMNA,P02545,"1IFR,1IVT,1X8Y,2XV5,2YPT,3GEF,3V4Q,3V4W,3V5B,6GHD,6JLB,6RPR,6SNZ,6YF5,6YJD,7CRG,7D9N,7WZZ,7X1B,7X5D,7YVD,7Z21,8I33"
KLF4,O43474,6VTX
RACK1,P63244,"4AOW,4UG0,4V6X,5A2Q,5AJ0,5FLX,5LKS,5OA3,5T2C,5VYC,6FEC,6G18,6G51,6G53,6G5H,6G5I,6IP5,6IP6,6IP8,6OLE,6OLF,6OLG,6OLI,6OLZ,6OM0,6OM7,6QZP,6XA1,6Y0G,6Y2L,6Y57,6YBS,6Z6L,6Z6M,6Z6N,6ZLW,6ZM7,6ZME,6ZMI,6ZMO,6ZMT,6ZMW,6ZN5,6ZOJ,6ZOL,6ZON,6ZP4,6ZUO,6ZV6,6ZVH,6ZVJ,6ZXD,6ZXE,6ZXF,6ZXG,6ZXH,7A09,7K5I,7QP6,7QP7,7R4X,7TQL,7XNX,7XNY,8G5Y,8G5Z,8G60,8G61,8G6J,8GLP,8IFD,8IFE,8JDJ,8JDK,8JDL,8JDM,8K2C,8OZ0,8PJ1,8PJ2,8PJ3,8PJ4,8PJ5,8PJ6,8PPK,8PPL,8QOI,8T4S,8UKB,8XP2,8XP3,8XSX,8XSY,8XSZ,8XXL,8XXM,8XXN,8Y0W,8Y0X,8YOO,8YOP,9BKD,9BLN,9C3H,9G8M,9G8O"
ATM,Q13315,"5NP0,5NP1,6HKA,6K9K,6K9L,7NI4,7NI5,7NI6,7SIC,7SID,8OXM,8OXO,8OXP,8OXQ"
YAP1,P46937,"1JMQ,1K5R,1K9Q,1K9R,2LAW,2LAX,2LAY,2LTV,2LTW,3KYS,3MHR,4RE1,4REX,5OAQ,5YDX,5YDY,6G6X,6G8I,6G8J,6G8K,6G8L,6G8P,6G8Q,6GE3,6GE4,6GE5,6GE6,6GEC,6GEE,6GEG,6GEI,6GEK,6HIK,6HIL,6Q2X,7O07,8A8Q,8A8R,8C2F,8WRG,9FZA"
HSPA8,P11142,"3AGY,3AGZ,3ESK,3FZF,3FZH,3FZK,3FZL,3FZM,3LDQ,3M3Z,4H5N,4H5R,4H5T,4H5V,4H5W,4HWI,4KBQ,5AQF,5AQG,5AQH,5AQI,5AQJ,5AQK,5AQL,5AQM,5AQN,5AQO,5AQP,5AQQ,5AQR,5AQS,5AQT,5AQU,5AQV,6B1I,6B1M,6B1N,6ZYJ"
RGMA,Q96B86,"4UHY,6Z3G"
CDKN1B,P46527,"1H27,1JSU,2AST,5UQ3,6ATH,6P8E,6P8F,6P8G,7B5L,7B5M,7B5R,7OR8,7ORG,7ORH,7ORS,7ORT,8BYA,8BYL,8BZO"
ULK1,O75385,"4WNO,4WNP,5CI7,6HYO,6MNH,6QAS,8P5G,8P5H,8P5I,8P5J,8P5K,8P5L,8SOI,8SQZ,8SRM,8SV9,9C82"
THY1,P04216,
KHDRBS1,Q07666,"2XA6,3QHE,7Z89,7Z8A,7Z9A,7Z9B,7ZAB,7ZAC,7ZAF,7ZAM"
GALNT3,Q14435,
TRAF6,Q9Y4K3,"1LB4,1LB5,1LB6,2ECI,2JMD,3HCS,3HCT,3HCU,4Z8M,5ZUJ,6A33,7L3L,8HZ2"
PVALB,P20472,"1RJV,1RK9,9BB8"
MYL2,P10916,"5TBY,8ACT,8G4L"
ACTN2,P35609,"1H8B,1HCI,1QUU,4D1E,5A36,5A37,5A38,5A4B,6SWT,6TS3,7A8T,7A8U,7B55,7B56,7B57"
FLNC,Q14315,"1V05,2D7M,2D7N,2D7O,2D7P,2D7Q,2K9U,2NQC,3V8O,4MGX,7OUU,7OUV,7P0E,8PA0"
NFE2L2,Q16236,"2FLU,2LZ1,3ZGC,4IFL,5WFV,6T7V,7K28,7K29,7K2A,7K2B,7K2C,7K2D,7K2E,7K2K,7O7B,7X5E,7X5F,7X5G,8EJR,8EJS"
AGT,P01019,"1N9U,1N9V,2JP8,2WXW,2X0B,3CK0,3WOO,3WOR,4AA1,4APH,4FYS,5E2Q,5M3X,5M3Y,5XJM,6I3F,6I3I,6JOD,6OS0,7C6A"
TAGLN,Q01995,
MYOZ2,Q9NPC6,
EDN1,P05305,"1EDN,1EDP,1T7H,1V6R,5GLH,6DK5,8HCQ,8HCX,8IY5,8IY6,8XGR,8XVH,8XVI"
ATP2A1,O14983,
VIM,P08670,"1GK4,1GK6,1GK7,3G1E,3KLT,3S4R,3SSU,3SWK,3TRT,3UF1,4MCY,4MCZ,4MD0,4MD5,4MDI,4MDJ,4YPC,4YV3,5WHF,6ATF,6ATI,6BIR,6YXK,8RVE,8TRQ,8TRR"
MAP2K1,Q02750,"1S9J,2P55,3DV3,3DY7,3E8N,3EQB,3EQC,3EQD,3EQF,3EQG,3EQH,3EQI,3MBL,3ORN,3OS3,3PP1,3SLS,3V01,3V04,3VVH,3W8Q,3WIG,3ZLS,3ZLW,3ZLX,3ZLY,3ZM4,4AN2,4AN3,4AN9,4ANB,4ARK,4LMN,4MNE,4U7Z,4U80,4U81,5BX0,5EYM,5HZE,5YT3,6NYB,6PP9,6Q0J,6Q0T,6U2G,6V2W,6X2P,6X2S,6X2X,7B3M,7B7R,7B94,7B9L,7F2X,7M0T,7M0U,7M0V,7M0W,7M0X,7M0Y,7M0Z,7MFD,7PQV,7UMB,7XLP,7XNC,8CHF,8DGS,8DGT,9AXA,9AXC,9AXH,9AXM,9AXX,9AXY,9AY7,9AYA"
ESRRA,P11474,"1XB7,2PJL,3D24,3K6P,7E2E"
MYOT,Q9UBF9,"2KDG,2KKQ"
FKBP1A,P62942,"1A7X,1B6C,1BKF,1BL4,1D6O,1D7H,1D7I,1D7J,1EYM,1F40,1FAP,1FKB,1FKD,1FKF,1FKG,1FKH,1FKI,1FKJ,1FKR,1FKS,1FKT,1J4H,1J4I,1J4R,1NSG,1QPF,1QPL,2DG3,2DG4,2DG9,2FAP,2FKE,2ND5,2PPN,2PPO,2PPP,2RSE,3FAP,3H9R,3MDY,4DH0,4FAP,4IPX,4N19,4ODP,4ODQ,4ODR,5I7P,5I7Q,6I1S,6M4U,6OQA,6VCU,6YF0,6YF1,6YF2,6YF3,7EPD,7U0T,7U8D,8CHI,8CHJ,8CHK,8CHL,8CHM,8ER6,8ER7,8ERA,8JCU,8JCV,8JCW,8JCX,8JCY,8JCZ,8JD0,8JD1,8JD2,8JD4,8JGA,8PDF,8POD,8PPZ,8X6P,8XI9,9CHU,9CHV,9CHX"
TPM2,P07951,
CRYAB,P02511,"2KLR,2N0K,2WJ7,2Y1Y,2Y1Z,2Y22,2YGD,3J07,3L1G,3SGM,3SGN,3SGO,3SGP,3SGR,3SGS,4M5S,4M5T,5VVV,6BP9,7ROJ,9BEE"
REN,P00797,"1BBS,1BIL,1BIM,1HRN,1RNE,2BKS,2BKT,2FS4,2G1N,2G1O,2G1R,2G1S,2G1Y,2G20,2G21,2G22,2G24,2G26,2G27,2I4Q,2IKO,2IKU,2IL2,2REN,2V0Z,2V10,2V11,2V12,2V13,2V16,2X0B,3D91,3G6Z,3G70,3G72,3GW5,3K1W,3KM4,3O9L,3OAD,3OAG,3OOT,3OQF,3OQK,3OWN,3Q3T,3Q4B,3Q5H,3SFC,3VCM,3VSW,3VSX,3VUC,3VYD,3VYE,3VYF,4AMT,4GJ5,4GJ6,4GJ7,4GJ8,4GJ9,4GJA,4GJB,4GJC,4GJD,4PYV,4Q1N,4RYC,4RYG,4RZ1,4S1G,4XX3,4XX4,5KOQ,5KOS,5KOT,5SXN,5SY2,5SY3,5SZ9,5T4S,5TMG,5TMK,5V8V,5VPM,5VRP,6I3F,7XGK,7XGO,7XGP"
CD8A,P01732,"1AKJ,1CD8,1Q69,2HP4,3QZW,7UMG,7UVF,8EW6"
CALM1,"['P0DP24', 'P0DP23', 'P0DP25']",
PYGM,P11217,1Z8D
DMPK,Q09013,"1WT6,2VD5"
IL1B,P01584,"1HIB,1I1B,1IOB,1ITB,1L2H,1S0L,1T4Q,1TOO,1TP0,1TWE,1TWM,21BI,2I1B,2KH2,2NVH,31BI,3LTQ,3O4O,3POK,41BI,4DEP,4G6J,4G6M,4GAF,4GAI,4I1B,5BVP,5I1B,5MVZ,5R7W,5R85,5R86,5R87,5R88,5R89,5R8A,5R8B,5R8C,5R8D,5R8E,5R8F,5R8G,5R8H,5R8I,5R8J,5R8K,5R8L,5R8M,5R8N,5R8O,5R8P,5R8Q,6I1B,6Y8I,6Y8M,7CHY,7CHZ,7I1B,7Z4T,8C3U,8RYK,8RYS,8RZB,9ILB"
MYL1,P05976,
RYR1,P21817,"6UHI,6UHS"
KNG1,P01042,"1NY2,2WOK,4ASQ,4ASR,4ECB,4ECC,5I25,6F27,6F3V,6F3W,6F3X,6F3Y,7EIB,7F2O,7F6H,7F6I,7QOT,7QOX,8VJX"
FLT4,P35916,"4BSJ,4BSK"
NOTCH3,Q9UM47,"4ZLP,5CZV,5CZX,6WQU,6XSW,8OS0"
HDAC4,P56524,"2H8N,2O94,2VQJ,2VQM,2VQO,2VQQ,2VQV,2VQW,3UXG,3UZD,3V31,4CBT,4CBY,5A2S,5ZOO,5ZOP,6FYZ,7XUZ,8PDE"
CD4,P01730,"1CDH,1CDI,1CDJ,1CDU,1CDY,1G9M,1G9N,1GC1,1JL4,1Q68,1RZJ,1RZK,1WBR,1WIO,1WIP,1WIQ,2B4C,2JKR,2JKT,2KLU,2NXY,2NXZ,2NY0,2NY1,2NY2,2NY3,2NY4,2NY5,2NY6,2QAD,3B71,3CD4,3J70,3JCB,3JCC,3JWD,3JWO,3LQA,3O2D,3S4S,3S5L,3T0E,4H8W,4JM2,4P9H,4Q6I,4R2G,4R4H,4RQS,5A7X,5A8H,5CAY,5THR,5U1F,5VN3,6CM3,6EDU,6L1Y,6MEO,6MET,6OPN,6OPO,6OPP,6OPQ,6QH6,6QH7,6U0L,6U0N,6URI,6X5B,6X5C,7T0O,7T0R,7TXD,8D5C,8FYI,8FYJ,8W90,8Z7N"
ANKRD1,Q15327,
NNMT,P40261,"2IIP,3ROD,5YJF,6CHH,6ORR,6PVE,6PVS,7BKG,7BLE,7EGU,7EHZ,7EI2,7ET7,7EU5,7NBJ,7NBM,7NBQ,7RKK,7RKL,7SOK,7WMC,7WMT"
NEB,P20929,"1ARK,1NEB,6Y17"
CST3,P01034,"1G96,1R4C,1TIJ,3GAX,3NX0,3PS8,3QRD,3S67,3SVA,6ROA,6RPV"
GJA1,P17302,"2LL2,7F92,7F93,7F94,7XQ9,7XQB,7XQD,7XQF,7XQG,7XQH,7XQI,7XQJ,7Z1T,7Z22,7Z23,8QKO"
PRKAG2,Q9UGJ0,
AGRN,O00468,8S9P
DPP4,P27487,"1J2E,1N1M,1NU6,1NU8,1PFQ,1R9M,1R9N,1RWQ,1TK3,1TKR,1U8E,1W1I,1WCY,1X70,2AJL,2BGN,2BGR,2BUB,2FJP,2G5P,2G5T,2G63,2HHA,2I03,2I78,2IIT,2IIV,2JID,2OAG,2OGZ,2OLE,2ONC,2OPH,2OQI,2OQV,2P8S,2QJR,2QKY,2QOE,2QT9,2QTB,2RGU,2RIP,3BJM,3C43,3C45,3CCB,3CCC,3D4L,3EIO,3F8S,3G0B,3G0C,3G0D,3G0G,3H0C,3HAB,3HAC,3KWF,3KWJ,3NOX,3O95,3O9V,3OC0,3OPM,3Q0T,3Q8W,3QBJ,3SWW,3SX4,3VJK,3VJL,3VJM,3W2T,3WQH,4A5S,4DSA,4DSZ,4DTC,4G1F,4J3J,4JH0,4KR0,4L72,4LKO,4N8D,4N8E,4PNZ,4PV7,4QZV,5I7U,5ISM,5J3J,5KBY,5T4B,5T4E,5T4F,5T4H,5Y7H,5Y7J,5Y7K,5ZID,6B1E,6B1O,8WKU,8ZDX,8ZE6"
BAG3,O95817,
SPARC,P09486,"1BMO,1NUB,1SRA,2V53"
CD38,P28907,"1YH3,1ZVM,2EF1,2HCT,2I65,2I66,2I67,2O3Q,2O3R,2O3S,2O3T,2O3U,2PGJ,2PGL,3DZF,3DZG,3DZH,3DZI,3DZJ,3DZK,3F6Y,3I9M,3I9N,3OFS,3RAJ,3ROK,3ROM,3ROP,3ROQ,3U4H,3U4I,4CMH,4F45,4F46,4OGW,4TMF,4XJS,4XJT,5F1K,5F1O,5F21,6EDR,6VUA,7DHA,7DUO,7VKE,8BYU,8D0M,8IL3,8P8C,8VAU"
CRP,P02741,"1B09,1GNH,1LJ7,3L2Y,3PVN,3PVO,7PK9,7PKB,7PKD,7PKE,7PKF,7PKG,7PKH,7TBA,8WV4,8WV5"
CASP9,P55211,"1JXQ,1NW9,2AR9,3D9T,3V3K,3YGS,4RHW,5JUY,5WVC,5WVE"
TCAP,O15273,"1YA5,2F8V"
DAG1,Q14118,"1EG4,2MK7,5GGP,5LLK,6JJY,7E9K,7E9L"
ENO3,P13929,2XSX
